Screen Name,User Name,Tweet Created At,Tweet Text,User Location,Retweet Count,Phone Type,Hashtags,Country Code,Country,lat,long,Polarity,Sentiment
Jess97734693,Jes  s ,8/16/2019 13:59," the economics of  how cheaper predictions will change the world 
 by       ","Madrid, Comunidad de Madrid ",57,Twitter for Android , ArtificialIntelligence,es,Spain,40.4167047,-3.7035825,0.0,NEUTRAL
SaeedBaygi,Saeed Valadbaygi ,8/16/2019 13:54,using to design more efficient heat pumps    greentech media news a new type of heat pump using microturbocompressors could be on the market within five years researchers say  ,"Toronto, Ontario ",0,Twibble.io , Artificial Intelligence Toronto Fraud AI,ca,Canada,43.653963,-79.387207,0.4754,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,8/16/2019 13:54,at centre of u of a project to help those with disabilities    edmonton journal a u of a researcher is heading up a new project to create a chatbox to connect families living with common disabi  ,"Toronto, Ontario ",0,Twibble.io , Artificial intelligence Fraud ArtificialIntelligence AI,ca,Canada,43.653963,-79.387207,0.5859,POSITIVE
YvonneGreene81,Lost in Digital ,8/16/2019 13:52, automation technologies including advanced robotics artificial intelligence and additive manufacturing alter production    ,"Chicago, IL ",58,Twitter Web App ,nan,us,USA,41.8755616,-87.6244212,0.6249,POSITIVE
pivotcloud,PivotCloudSolutions ,8/16/2019 13:45," the natural roots of artificial intelligence  towards data science 

   ",Ireland ,8,PCStwitterApp , artificialintelligence ai,ie,Ireland,52.865196,-7.9794599,0.6808,POSITIVE
TheStartupMento,The Startup Mentor ,8/16/2019 13:37, automation technologies including advanced robotics artificial intelligence and additive manufacturing alter production    ,United States ,58,Twitter Web App ,nan,us,USA,39.7837304,-100.4458825,0.6249,POSITIVE
agrassoblog,AGrassoBlog on TW ,8/16/2019 13:37, automation technologies including advanced robotics artificial intelligence and additive manufacturing alter production    ,Africa & Asia ,58,Twitter Web App ,nan,it,Italy,44.413586,8.9260464,0.6249,POSITIVE
EmilMalm4,Emil Malm ,8/16/2019 13:32, automation technologies including advanced robotics artificial intelligence and additive manufacturing alter production    ,Sverige ,58,Twitter for iPhone ,nan,se,Sweden,59.6749712,14.5208584,0.6249,POSITIVE
Moosi007,Mustafa Ramzan ,8/16/2019 13:25," the economics of  how cheaper predictions will change the world 
 by       ",Pakistan ,57,Twitter Web App , ArtificialIntelligence,pk,Pakistan,30.3308401,71.247499,0.0,NEUTRAL
TonyaACooper,The Innovation Train ,8/16/2019 13:12, automation technologies including advanced robotics artificial intelligence and additive manufacturing alter production    ,United States ,58,Twitter Web App ,nan,us,USA,39.7837304,-100.4458825,0.6249,POSITIVE
ABetterInnovat1,A Better Innovation ,8/16/2019 13:12, automation technologies including advanced robotics artificial intelligence and additive manufacturing alter production    ,"Tukwila, WA ",58,Twitter Web App ,nan,us,USA,47.4627356,-122.2559156,0.6249,POSITIVE
TheCuriousLuke,Curious Luke ,8/16/2019 13:09, nearly  of young workers are at risk of losing their jobs to artificial intelligence so upgrade yourself build a caree    ,Switzerland ,1,RTML ,nan,ch,Switzerland,46.7985624,8.2319736,-0.1531,NEGATIVE
Aijobs_com,Aijobs ,8/16/2019 13:08,nearly  of young workers are at risk of losing their jobs to artificial intelligence so upgrade yourself build a career in ai with ai jobs  ,United Kingdom ,1,Twitter Web App , aijobs ai robotics robot artificialintelligence aiskills artificialintelligenceai machinelearning,gb,United Kingdom,55.367,-3.9614184,-0.1531,NEGATIVE
DigiTransTop,Top Digital Transformation ,8/16/2019 13:01, automation technologies including advanced robotics artificial intelligence and additive manufacturing alter production    ,Spain ,58,Twitter Web App ,nan,es,Spain,39.3262345,-4.8380649,0.6249,POSITIVE
TheDigitalEcos,The Digital Ecosystem ,8/16/2019 12:59, automation technologies including advanced robotics artificial intelligence and additive manufacturing alter production    ,United Kingdom ,58,Twitter Web App ,nan,gb,United Kingdom,55.367,-3.9614184,0.6249,POSITIVE
TheHighway2AI,The Highway To AI ,8/16/2019 12:54, automation technologies including advanced robotics artificial intelligence and additive manufacturing alter production    ,United Kingdom ,58,Twitter Web App ,nan,gb,United Kingdom,55.367,-3.9614184,0.6249,POSITIVE
HannaRaptor,                                                                ,8/16/2019 12:18," the economics of  how cheaper predictions will change the world 
 by       ",#NAME?,57,Twitter for Android , ArtificialIntelligence,kr,South Korea,36.5581914,127.9408564,0.0,NEUTRAL
drkenkgrey,Dr. Ken ,8/16/2019 12:17,"tonight on maximum health radio    quality living     fm wqcs pm estwe talk powered medicine with 
dr niven r narain amp cofounder of livefeed via  available via  amp  exchange ",Jupiter ,0,Twitter for iPhone , Artificial Intelligence AI CEO Berg Podcasts,us,USA,26.9260832,-80.1210891,0.0,NEUTRAL
msarozz,Saroj Humagain ,8/16/2019 12:16, read about the  bn investment of in a company called openai they are trying to be the front runners in    ,Nepal ,3,"Twitter bot, saroj humagain ", Microsoft,np,Nepal,28.1083929,84.0917139,0.0,NEUTRAL
SantchiWeb,Santchi ,8/16/2019 12:16, automation technologies including advanced robotics artificial intelligence and additive manufacturing alter production    ,Wirral ,58,Santchi App ,nan,gb,United Kingdom,53.3409714,-3.0500916,0.6249,POSITIVE
RPA_workforce,Jan Josting ,8/16/2019 12:15,"read about the  bn investment of in a company called openai they are trying to be the front runners in  read about their intentions and goals here    

","Cologne, Germany ",3,Hootsuite Inc. , Microsoft ArtificialIntelligence AI MachineLearning ML BigData IoT DeepLearning Robotics,de,Germany,50.938361,6.959974,0.0,NEUTRAL
IotMore,IoT and More ,8/16/2019 12:14, automation technologies including advanced robotics artificial intelligence and additive manufacturing alter production    ,Here ,58,Twitter Web App ,nan,ba,B&H,43.8222157,17.6896937,0.6249,POSITIVE
dbi_srl,dbi.srl ,8/16/2019 12:10, automation technologies including advanced robotics artificial intelligence and additive manufacturing alter production    ,"Napoli, Campania ",58,Twitter for Android ,nan,it,Italy,40.8359336,14.2487826,0.6249,POSITIVE
Screen Name,User Name,Tweet Created At,Tweet Text,User Location,Retweet Count,Phone Type,Hashtags,Country Code,Country,lat,long,0.0,NEUTRAL
claudiomkd,Claudio M. Camacho     ,8/16/2019 11:44,"rt ronaldvanloon the economics of  how cheaper predictions will change the world 
 by bernardmarr forbes  

read more at 



cc erickavanagh     ","Helsinki, Finland ",1,IFTTT , ArtificialIntelligence AI Robotics DL DeepLearning Technology Innovation Digital,fi,Finland,60.1674098,24.9425769,0.0,NEUTRAL
YwanVanLoon,Ywan van Loon ,8/16/2019 11:42,"rt ronaldvanloon rt ronaldvanloon the economics of  how cheaper predictions will change the world 
 by bernardmarr forbes  

read more at 

   ",Poznan Amsterdam Berlin ,0,IFTTT , ArtificialIntelligence AI Robotics DL DeepLearning Technology Innovation Di,de,Germany,52.52437,13.41053,0.0,NEUTRAL
Ronald_vanLoon,Ronald van Loon ,8/16/2019 11:39," the economics of  how cheaper predictions will change the world 
 by       ",The Netherlands ,57,Twitter Web App , ArtificialIntelligence,nl,Netherlands,52.2472693,5.5412235,0.0,NEUTRAL
RPA_Innovation,Bastian K  rber ,8/16/2019 11:30,"microsoft is collaborating with openai to become the front runner in ai they want to tackle some global challenges with this  read about it here    

","K  ln, Deutschland ",0,Hootsuite Inc. , ArtificialIntelligence AI MachineLearning ML BigData IoT DeepLearning Robotics,de,Germany,51.1172663,7.3969897,0.1531,POSITIVE
chidambara09,Chidambara .ML. ,8/16/2019 11:30, read about the application of in the battle against terrorist content on the internet        ,Mysore  and  BERLIN  ,8,Twitter Web App , ArtificialIntelligence,de,Germany,52.52437,13.41053,-0.8074,NEGATIVE
CMTcameramodule,Camera Module Solutions ,8/16/2019 11:17, read about the application of in the battle against terrorist content on the internet        ,Worldwide ,8,Twitter Web App , ArtificialIntelligence,gb,United Kingdom,53.4573397,-2.2269588,-0.8074,NEGATIVE
Manifattura40,Industry 4.0 ,8/16/2019 11:16, read about the application of in the battle against terrorist content on the internet        ,We,8,Twitter Bot 2018_87 , ArtificialIntelligence,at,Austria,48.1686214,14.0255595,-0.8074,NEGATIVE
msarozz,Saroj Humagain ,8/16/2019 11:16, read about the application of in the battle against terrorist content on the internet        ,Nepal ,8,"Twitter bot, saroj humagain ", ArtificialIntelligence,np,Nepal,28.1083929,84.0917139,-0.8074,NEGATIVE
RobertaAlgeri,Roberta Algeri ,8/16/2019 11:16, read about the application of in the battle against terrorist content on the internet        ,Bologna-Italy ,8,Twitter for Android , ArtificialIntelligence,it,Italy,44.4936714,11.3430347,-0.8074,NEGATIVE
RPA_BizDev,Wouter Siepman ,8/16/2019 11:15,"read about the application of in the battle against terrorist content on the internet    

","Keulen, Duitsland ",8,Hootsuite Inc. , ArtificialIntelligence AI MachineLearning ML BigData IoT DeepLearning Robotics,de,Germany,50.938361,6.959974,-0.8074,NEGATIVE
lcby,Carlyle Gordon ,8/16/2019 11:12," new generation of prosthetics can read almost 

this armband uses to predict    ",Above the Maginot Line ,64,Twitter for Android , prosthetics minds machine learning,cz,Czech Republic,49.69472,13.25693,0.0,NEUTRAL
AzurFlorian,FAzur ,8/16/2019 10:43," the boundaries of artificial emotional intelligence 

    ","Marseille, France ",9,Twitter for Android , AI MachineLearning futureofwork Robotics womenintech fintech,fr,France,43.2961743,5.3699525,0.5719,POSITIVE
TheCuriousLuke,Curious Luke ,8/16/2019 10:36," the natural roots of artificial intelligence  towards data science 

   ",Switzerland ,8,RTML , artificialintelligence ai,ch,Switzerland,46.7985624,8.2319736,0.6808,POSITIVE
SubkrishnaRao,subbakrishna rao ,8/16/2019 10:35," the natural roots of artificial intelligence  towards data science 

   ",Bangalore ,8,Twitter Web App , artificialintelligence ai,in,India,12.9791198,77.5912997,0.6808,POSITIVE
RosyCoaching,Rosy ,8/16/2019 10:32," the boundaries of artificial emotional intelligence 

    ","Marseille, France ",9,Twitter for Android , AI MachineLearning futureofwork Robotics womenintech fintech,fr,France,43.2961743,5.3699525,0.5719,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,8/16/2019 10:24,global acne medication and therapeutic devices treatment market  scope of in improving acne treatment    globenewswire dublin aug   globe newswire  the global acne medication and therapeutic  ,"Toronto, Ontario ",0,Twibble.io , Artificial Intelligence AI Fraud,ca,Canada,43.653963,-79.387207,0.4215,POSITIVE
pierrepinna,Pinna Pierre ,8/16/2019 9:59," the boundaries of artificial emotional intelligence 

    ","Marseille, France ",9,Twitter for Android , AI MachineLearning futureofwork Robotics womenintech fintech,fr,France,43.2961743,5.3699525,0.5719,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,8/16/2019 9:24,president highlights impact of on work    antara president joko widodo jokowi again drew attention to the impact of artificial intelligence on job simplification so that various aspects of human work in   ,"Toronto, Ontario ",0,Twibble.io , artificial intelligence Fraud AI Business,ca,Canada,43.653963,-79.387207,0.4767,POSITIVE
liveblogspot,Live Blogspot ,8/16/2019 8:47,disrupting the of with  read this detail article on how artificial intelligence is changing manufacturing in this emerging trends  ,"Melbourne, Victoria ",0,Twitter Web App , Future Manufacturing Artificial Intelligence industry technology,au,Australia,-37.8142176,144.9631608,0.4767,POSITIVE
aymencis,Aymen Hajri ,8/16/2019 8:37," new generation of prosthetics can read almost 

this armband uses to predict    ",Tunis ,64,Twitter for iPhone , prosthetics minds machine learning,tn,Tunisia,33.8439408,9.400138,0.0,NEUTRAL
kapilnarwal,KapilNarwal ,8/16/2019 8:22, the industry sees a glimmer of hope that with concepts that deploy and    ,"Toronto, Ontario ",1,kapilnarwal , textile smartmanufacturing robotics,ca,Canada,43.653963,-79.387207,0.4404,POSITIVE
textilenetwork2,textilenetwork ,8/16/2019 8:14,"the industry sees a glimmer of hope that with concepts that deploy and  and artificial intelligence could go some way to restoring productivity

","Bamberg, Germany ",1,Twitter Web App , textile smartmanufacturing robotics automation digitalisation AI,de,Germany,49.8926723,10.8876149,0.802,POSITIVE
vindenconsults,Vinden Partnership ,8/16/2019 8:14, part of the   s into will be spent on a new    ,UK ,2,Twitter Web App , government investment artificialintelligence technologies artificial,gb,United Kingdom,55.367,-3.9614184,0.0,NEUTRAL
vindenconsults,Vinden Partnership ,8/16/2019 8:14, part of the   s into will be spent on a new    ,UK ,3,Twitter Web App , government investment artificialintelligence technologies artificial,gb,United Kingdom,55.367,-3.9614184,0.0,NEUTRAL
ukrphysics,Institute High Tech ,8/16/2019 7:58, based on the and   the san francisco ca provider of intelligenceenabled  raised  million in funding from  beta v    ,UKRAINE ,0,IFTTT , business valuation due diligence Replicant AI artificial voice technologies seed Atomic Bloomberg Costanoa,ua,Ukraine,49.4871968,31.2718321,0.0,NEUTRAL
SaeedBaygi,Saeed Valadbaygi ,8/16/2019 7:54,ba guide to not killing or mutilating research    war on the rocks editor s note this article was submitted in response to the call for ideas issued by the cochairs of the national security commission on art  ,"Toronto, Ontario ",0,Twibble.io , Artificial Intelligence Fraud AI Toronto,ca,Canada,43.653963,-79.387207,0.2537,POSITIVE
de_iipecosphere,iip-ecosphere.de ,8/16/2019 7:45," the natural roots of artificial intelligence  towards data science 

   ","Hannover, Deutschland ",8,Twitter for Android , artificialintelligence ai,de,Germany,52.3744779,9.7385532,0.6808,POSITIVE
RPA_Innovation,Bastian K  rber ,8/16/2019 7:35,"microsoft is collaborating with openai to become the front runner in ai they want to tackle some global challenges with this  read about it here    

","K  ln, Deutschland ",0,Hootsuite Inc. , ArtificialIntelligence AI MachineLearning ML BigData IoT DeepLearning Robotics,de,Germany,51.1172663,7.3969897,0.1531,POSITIVE
juandalibaba,Juan David Rodr  guez ,8/16/2019 7:32," the natural roots of artificial intelligence  towards data science 

   ",Madrid ,8,Twitter for Android , artificialintelligence ai,es,Spain,40.4167047,-3.7035825,0.6808,POSITIVE
AdaptiveToolbox,AdaptiveBox ,8/16/2019 6:44, artificial intelligence is the future of corporate education  the tech edvocate    ,USA ,5,AdaBox1 , edtech technology innovation AI,us,USA,39.7837304,-100.4458825,0.4767,POSITIVE
bamitav,Amitav Bhattacharjee ,8/16/2019 6:44,the natural roots of artificial intelligence  ,"Bangalore, India ",0,Twitter Web Client , ArtificialIntelligence AI Robots Robotics ML DL NLP KillerRobot bots cobot Humanoid Tech Technews RT,in,India,12.9791198,77.5912997,0.6808,POSITIVE
